año,sector,actividad,subactividad,categoria,id_ipcc,tipo_de_gas,valor_en_toneladas_de_co2e,tipo_de_registro
2014,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,11.24,Emisión
2015,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,11.75,Emisión
2016,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,12.23,Emisión
2017,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,11.82,Emisión
2018,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,11.6,Emisión
2019,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,11.3,Emisión
2020,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,10.42,Emisión
2021,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,10.05,Emisión
2022,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CO2,10.23,Emisión
1990,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1991,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1992,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1993,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1994,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1995,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1996,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1997,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1998,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1999,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2000,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2001,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2002,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2003,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2004,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2005,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2006,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2007,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2008,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2009,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2010,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2011,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2012,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2013,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2014,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2015,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2016,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2017,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2018,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2019,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2020,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.01,Emisión
2021,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
2022,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,CH4,0.0,Sin emisión/remoción
1990,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1991,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1992,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1993,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1994,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1995,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1996,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1997,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1998,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
1999,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2000,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2001,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2002,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2003,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2004,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2005,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2006,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2007,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.0,Sin emisión/remoción
2008,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2009,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2010,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2011,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2012,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2013,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2014,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2015,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2016,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2017,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2018,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2019,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2020,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2021,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
2022,Energía,Actividades de quema de combustible,Industrias de la energía,Fabricación de combustibles sólidos y otras industrias energéticas,1A1ciii,N2O,0.01,Emisión
